endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n_epic,phecode_category,highlight,log_ratio
24,9,18,25,22,24,25,26,31,36,36,0.012802275960170697,0.025604551920341393,0.03561253561253561,0.03133903133903134,0.03418803418803419,0.03561253561253561,0.037037037037037035,0.04415954415954416,0.05128205128205128,0.05128205128205128,4.005698005698005,Diseases of esophagus,293,GI,NO,1.3877178489047444
12,6,3,3,6,15,16,12,15,20,25,0.008287292817679558,0.004143646408839779,0.004143646408839779,0.008287292817679558,0.020718232044198894,0.022130013831258646,0.016597510373443983,0.02074688796680498,0.027662517289073305,0.034578146611341634,4.1724296911018905,Rheumatic heart disease,128,Cardio,NO,1.4284985258670975
13,6,3,3,7,12,19,10,16,20,25,0.008287292817679558,0.004143646408839779,0.004143646408839779,0.009668508287292817,0.016574585635359115,0.02627939142461964,0.013831258644536652,0.022130013831258646,0.027662517289073305,0.034578146611341634,4.1724296911018905,Chronic rheumatic heart diseases,128,Cardio,NO,1.4284985258670975
1,9,10,17,14,6,19,22,18,21,38,0.012482662968099861,0.013888888888888888,0.02361111111111111,0.019444444444444445,0.008333333333333333,0.02638888888888889,0.030555555555555555,0.025,0.029166666666666667,0.05277777777777778,4.228086419753087,Viral infections,178,ID,NO,1.4417495076650146
1,7,9,13,17,19,28,21,32,23,32,0.009681881051175657,0.012448132780082987,0.017980636237897647,0.023545706371191136,0.02631578947368421,0.038781163434903045,0.029085872576177285,0.0443213296398892,0.03185595567867036,0.0443213296398892,4.577760189948555,Hearing impairment,204,Hearing,NO,1.5212098370103515
2,5,4,11,8,8,10,8,12,19,23,0.006906077348066298,0.0055248618784530384,0.015193370165745856,0.011065006915629323,0.011065006915629323,0.013831258644536652,0.011065006915629323,0.016597510373443983,0.02627939142461964,0.0318118948824343,4.6063623789764865,Fungal infections,109,ID,NO,1.5274384737220008
3,10,12,15,16,25,30,32,29,48,46,0.01394700139470014,0.016736401673640166,0.02092050209205021,0.022315202231520222,0.03486750348675035,0.04184100418410042,0.044630404463040445,0.040502793296089384,0.0670391061452514,0.06424581005586592,4.606424581005586,Syncope and collapse,276,Signs/Symptoms,NO,1.527451977134024
4,3,10,7,8,9,13,17,13,8,14,0.004166666666666667,0.013888888888888888,0.009722222222222222,0.011111111111111112,0.0125,0.018055555555555554,0.02364394993045897,0.01808066759388039,0.011126564673157162,0.019471488178025034,4.6731571627260085,"Epilepsy, recurrent seizures, convulsions",140,Neuro,NO,1.5418348952362033
14,9,10,12,17,20,22,21,31,31,42,0.012622720897615708,0.014025245441795231,0.016830294530154277,0.023842917251051893,0.028089887640449437,0.03089887640449438,0.02949438202247191,0.04353932584269663,0.04353932584269663,0.05898876404494382,4.6732209737827715,Myocardial infarction,227,Cardio,YES,1.5418485499494692
15,24,36,43,48,55,58,62,85,99,112,0.035398230088495575,0.05309734513274336,0.06342182890855458,0.07079646017699115,0.08112094395280237,0.0855457227138643,0.09144542772861357,0.12536873156342182,0.14601769911504425,0.1654357459379616,4.673559822747415,Coronary heart disease,969,Cardio,YES,1.5419210559752694
12,7,8,12,16,19,22,28,29,29,35,0.009790209790209791,0.011188811188811189,0.016783216783216783,0.022377622377622378,0.026573426573426574,0.03076923076923077,0.039160839160839164,0.04055944055944056,0.04061624649859944,0.049019607843137254,5.007002801120447,Symptoms related to joints,217,Musc/Skel,NO,1.6108374927885234
16,8,15,5,15,14,25,24,28,30,42,0.011220196353436185,0.021037868162692847,0.0070126227208976155,0.021037868162692847,0.019635343618513323,0.03506311360448808,0.033660589060308554,0.03927068723702665,0.04207573632538569,0.05890603085553997,5.25,Acute myocardial infarction,214,Cardio,NO,1.6582280766035324
17,13,23,30,17,29,35,37,59,58,69,0.018922852983988356,0.033478893740902474,0.043668122270742356,0.024745269286754003,0.042212518195050945,0.050946142649199416,0.053857350800582245,0.0858806404657933,0.08454810495626822,0.10058309037900874,5.315429468490692,Angina pectoris,562,Cardio,NO,1.6706138116321867
13,4,10,8,15,11,13,23,16,17,22,0.005641748942172073,0.014104372355430184,0.011283497884344146,0.021156558533145273,0.015514809590973202,0.018335684062059238,0.03244005641748942,0.022566995768688293,0.023977433004231313,0.031029619181946404,5.5,Malignant neoplasm of the breast,160,Neoplasms,NO,1.7047480922384253
18,6,9,9,10,15,19,21,21,29,33,0.008344923504867872,0.012517385257301807,0.012534818941504178,0.013927576601671309,0.020891364902506964,0.026462395543175487,0.02924791086350975,0.02924791086350975,0.0403899721448468,0.04596100278551532,5.507660167130919,Abnormalities of heart beat,176,Cardio,NO,1.7061398809112478
13,4,6,11,15,21,17,18,24,23,22,0.005563282336578581,0.008344923504867872,0.015299026425591099,0.02086230876216968,0.02920723226703755,0.023676880222841225,0.025069637883008356,0.033426183844011144,0.03203342618384401,0.03064066852367688,5.507660167130919,Diffuse diseases of connective tissue,195,Musc/Skel,NO,1.7061398809112478
25,4,4,4,9,14,11,14,24,26,22,0.005578800557880056,0.005578800557880056,0.005578800557880056,0.012569832402234637,0.019553072625698324,0.015363128491620111,0.019553072625698324,0.0335195530726257,0.036312849162011177,0.030726256983240222,5.50768156424581,Peptic ulcer,141,GI,NO,1.7061437658774
6,18,15,30,29,47,49,49,65,87,99,0.02531645569620253,0.02109704641350211,0.04219409282700422,0.040787623066104076,0.06610407876230662,0.06891701828410689,0.06891701828410689,0.09142053445850915,0.12236286919831224,0.13943661971830987,5.50774647887324,Abnormality of urination,515,Genitourinary,NO,1.706155552006305
19,7,5,10,18,17,28,17,18,31,39,0.009681881051175657,0.006925207756232687,0.013850415512465374,0.024930747922437674,0.023545706371191136,0.038781163434903045,0.023545706371191136,0.024930747922437674,0.04293628808864266,0.054016620498614956,5.579145231499802,Other heart disorders in diseases NEC,193,Cardio,NO,1.7190355803402715
4,5,2,2,8,10,9,8,16,19,28,0.006896551724137931,0.002758620689655172,0.002758620689655172,0.011049723756906077,0.013812154696132596,0.012430939226519336,0.011049723756906077,0.022099447513812154,0.026243093922651933,0.03867403314917127,5.607734806629834,Respiratory failure,110,Resp,NO,1.7241468602100618
14,4,8,2,7,16,14,16,13,20,23,0.005555555555555556,0.011111111111111112,0.0027816411682892906,0.009735744089012517,0.022253129346314324,0.019471488178025034,0.022253129346314324,0.01808066759388039,0.027816411682892908,0.031988873435326845,5.757997218358832,Malignant neoplasm of the urinary tract,139,Neoplasms,NO,1.7505897090983134
3,7,6,15,9,10,16,23,24,28,41,0.009722222222222222,0.008344923504867872,0.02086230876216968,0.012517385257301807,0.013908205841446454,0.022253129346314324,0.031988873435326845,0.03337969401947149,0.03894297635605007,0.05702364394993046,5.865289091992847,Cellulitis and abscess,183,Derm,NO,1.7690517719380487
3,22,25,32,40,42,51,61,67,92,129,0.031161473087818695,0.03541076487252125,0.0453257790368272,0.056657223796033995,0.059490084985835696,0.07234042553191489,0.08652482269503546,0.0950354609929078,0.13049645390070921,0.1829787234042553,5.871953578336557,Infections,601,ID,NO,1.7701873856843295
4,9,16,7,22,29,28,30,24,43,53,0.012448132780082987,0.022130013831258646,0.009681881051175657,0.030428769017980636,0.040110650069156296,0.03872752420470263,0.04149377593360996,0.03319502074688797,0.059474412171507604,0.07340720221606649,5.897045244690675,"Bacteremia, Sepsis, and SIRS",261,ID,NO,1.774451419481841
6,11,5,9,20,13,31,30,27,49,65,0.015172413793103448,0.006896551724137931,0.012413793103448275,0.027624309392265192,0.017955801104972375,0.04281767955801105,0.04143646408839779,0.03729281767955801,0.06767955801104972,0.08977900552486189,5.917252636865897,Volume depletion,260,Metab,NO,1.777872259566225
20,26,29,37,41,65,74,84,79,129,154,0.037037037037037035,0.04131054131054131,0.05270655270655271,0.0584045584045584,0.09259259259259259,0.10541310541310542,0.11965811965811966,0.11253561253561253,0.18376068376068377,0.21968616262482168,5.931526390870186,Atrial fibrillation and flutter,896,Cardio,NO,1.7802815813833681
5,9,16,7,23,28,31,26,24,42,54,0.012448132780082987,0.022130013831258646,0.009681881051175657,0.0318118948824343,0.03872752420470263,0.042876901798063624,0.035961272475795295,0.03319502074688797,0.058091286307053944,0.07479224376731301,6.008310249307479,Sepsis,260,ID,NO,1.7931435524939934
5,5,3,2,7,9,11,9,16,15,30,0.006934812760055479,0.004160887656033287,0.0027739251040221915,0.009722222222222222,0.0125,0.015277777777777777,0.0125,0.022222222222222223,0.020833333333333332,0.041666666666666664,6.008333333333333,Hemorrhage from respiratory passages,109,Resp,NO,1.793147394502903
15,6,12,20,20,20,27,26,31,34,37,0.008368200836820083,0.01675977653631285,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.03770949720670391,0.036312849162011177,0.04329608938547486,0.04748603351955307,0.051675977653631286,6.175279329608939,Malignant neoplasm of the digestive organs,243,Neoplasms,YES,1.8205541170551442
5,6,2,5,10,9,15,21,27,34,38,0.008287292817679558,0.0027624309392265192,0.006906077348066298,0.013812154696132596,0.012430939226519336,0.02074688796680498,0.029045643153526972,0.03734439834024896,0.04702627939142462,0.05255878284923928,6.342093130474874,Symptoms and signs related to movement disorders,170,Neuro,NO,1.8472088607252826
4,8,9,10,15,14,19,28,28,30,51,0.011142061281337047,0.012534818941504178,0.013927576601671309,0.020891364902506964,0.019498607242339833,0.026462395543175487,0.03899721448467967,0.03905160390516039,0.04184100418410042,0.07112970711297072,6.383891213389122,Infection of the skin,216,Derm,NO,1.8537778194930936
6,6,13,11,11,15,25,24,24,22,39,0.008298755186721992,0.017980636237897647,0.015214384508990318,0.015214384508990318,0.02074688796680498,0.034578146611341634,0.0332409972299169,0.0332409972299169,0.030470914127423823,0.054016620498614956,6.509002770083102,Other respiratory disorders,192,Resp,NO,1.8731862601675298
3,14,31,41,26,45,51,44,56,62,92,0.019801980198019802,0.04384724186704385,0.05799151343705799,0.036775106082036775,0.06364922206506365,0.07213578500707214,0.06223479490806223,0.07920792079207921,0.08781869688385269,0.13031161473087818,6.580736543909349,Diabetes mellitus,620,Endo,YES,1.8841466758371124
21,6,6,17,11,17,26,26,30,44,40,0.008310249307479225,0.008310249307479225,0.023545706371191136,0.015235457063711912,0.023545706371191136,0.036011080332409975,0.036011080332409975,0.04155124653739612,0.060941828254847646,0.055401662049861494,6.666666666666666,Ischemic stroke,229,Cardio,YES,1.8971199848858813
4,14,32,40,25,46,52,42,61,56,94,0.01977401129943503,0.04519774011299435,0.05649717514124294,0.03531073446327684,0.06497175141242938,0.07344632768361582,0.059322033898305086,0.08615819209039548,0.07909604519774012,0.13295615275813297,6.723782582339867,Type 2 diabetes,610,Endo,NO,1.9056508804518923
26,8,10,17,20,21,24,29,30,33,56,0.011494252873563218,0.014367816091954023,0.02442528735632184,0.028735632183908046,0.03017241379310345,0.034482758620689655,0.041666666666666664,0.04310344827586207,0.047413793103448273,0.08057553956834532,7.010071942446043,Inguinal hernia,286,GI,NO,1.9473479638249407
27,9,18,25,31,23,44,36,43,48,64,0.013062409288824383,0.026124818577648767,0.036284470246734396,0.04499274310595065,0.033381712626995644,0.06386066763425254,0.05232558139534884,0.0625,0.06976744186046512,0.09302325581395349,7.1214470284237725,Hernia of the abdominal wall,397,GI,NO,1.9631109391037673
7,4,3,2,7,10,9,10,13,20,29,0.005517241379310344,0.004137931034482759,0.002758620689655172,0.009668508287292817,0.013812154696132596,0.012430939226519336,0.013812154696132596,0.017955801104972375,0.027624309392265192,0.04005524861878453,7.260013812154697,Pulmonary insufficiency and acute respiratory distress syndrome,110,Resp,NO,1.9823817313355419
22,7,9,18,21,19,26,37,37,49,53,0.009695290858725761,0.012465373961218837,0.024930747922437674,0.029085872576177285,0.026352288488210817,0.036061026352288486,0.05131761442441054,0.05131761442441054,0.06796116504854369,0.07350901525658807,7.581929859322369,Stroke,283,Cardio,NO,2.0257677661046856
23,9,6,14,28,31,31,39,29,59,69,0.012448132780082987,0.008310249307479225,0.019390581717451522,0.038781163434903045,0.04293628808864266,0.04293628808864266,0.054016620498614956,0.04016620498614958,0.0817174515235457,0.09556786703601108,7.677285318559558,Hypotension,319,Cardio,NO,2.0382660105269785
4,3,8,7,12,11,11,19,16,15,23,0.004155124653739612,0.0110803324099723,0.009695290858725761,0.01662049861495845,0.015235457063711912,0.015256588072122053,0.026352288488210817,0.022191400832177532,0.020804438280166437,0.0319001386962552,7.677300046232085,Nonspecific findings on examination of blood,129,Signs/Symptoms,NO,2.038267928868917
5,5,8,8,14,12,20,23,27,45,39,0.0070126227208976155,0.011220196353436185,0.011220196353436185,0.019635343618513323,0.016830294530154277,0.028050490883590462,0.03225806451612903,0.037868162692847124,0.06311360448807854,0.0546984572230014,7.8,General symptoms and other findings,209,Signs/Symptoms,NO,2.0541237336955462
2,12,17,28,28,39,46,61,73,97,94,0.016853932584269662,0.023876404494382022,0.03938115330520394,0.03938115330520394,0.05485232067510549,0.06469760900140648,0.08579465541490858,0.10267229254571027,0.13642756680731363,0.13220815752461323,7.844350679793719,Abnormal intraocular pressure,565,Eye,NO,2.0597936140907387
7,16,13,27,34,48,55,57,65,97,128,0.022130013831258646,0.017980636237897647,0.03734439834024896,0.04702627939142462,0.06639004149377593,0.07607192254495158,0.07883817427385892,0.09002770083102493,0.13434903047091412,0.1772853185595568,8.011080332409971,"Disorders of fluid, electrolyte and acid-base balance",547,Metab,NO,2.080825624945774
16,2,5,1,10,8,10,9,12,15,16,0.0027739251040221915,0.006934812760055479,0.0013869625520110957,0.013869625520110958,0.011095700416088766,0.013869625520110958,0.012482662968099861,0.016643550624133148,0.020833333333333332,0.022222222222222223,8.011111111111111,Malignant neoplasm of the bladder,101,Neoplasms,NO,2.080829466954684
24,25,36,53,58,81,93,111,118,156,209,0.03607503607503607,0.05194805194805195,0.07647907647907648,0.0836940836940837,0.11688311688311688,0.1341991341991342,0.16017316017316016,0.17027417027417027,0.22510822510822512,0.30158730158730157,8.36,Cardiac arrhythmia and conduction disorders,1174,Cardio,NO,2.1234584270966104
7,10,16,18,30,40,37,43,62,63,84,0.013927576601671309,0.022284122562674095,0.025069637883008356,0.04178272980501393,0.055710306406685235,0.05160390516039052,0.0599721059972106,0.08647140864714087,0.08786610878661087,0.11715481171548117,8.411715481171548,Retention of urine,420,Genitourinary,NO,2.1296254342978718
14,6,9,14,11,14,20,23,33,40,53,0.008344923504867872,0.012517385257301807,0.019498607242339833,0.01532033426183844,0.019498607242339833,0.027855153203342618,0.03203342618384401,0.04596100278551532,0.055710306406685235,0.07381615598885793,8.845636025998143,Osteoporosis and low bone density,239,Musc/Skel,NO,2.1799242329968895
8,9,11,15,20,29,33,29,46,50,82,0.012534818941504178,0.01532033426183844,0.020891364902506964,0.027855153203342618,0.0403899721448468,0.04596100278551532,0.040446304044630406,0.06415620641562064,0.0697350069735007,0.11436541143654114,9.123818379048505,Acute respiratory infection,334,Resp,NO,2.2108883983766376
25,3,5,8,10,12,15,19,15,23,28,0.004160887656033287,0.006934812760055479,0.011095700416088766,0.013869625520110958,0.016643550624133148,0.020804438280166437,0.026352288488210817,0.020804438280166437,0.0319001386962552,0.03888888888888889,9.346296296296297,Aneurysm or ectasia,155,Cardio,NO,2.2349801467819423
26,6,7,15,18,19,23,26,22,52,56,0.008344923504867872,0.009749303621169917,0.020891364902506964,0.025069637883008356,0.026462395543175487,0.03203342618384401,0.036211699164345405,0.03064066852367688,0.07242339832869081,0.07799442896935933,9.346332404828226,Heart valve disorders,268,Cardio,NO,2.2349840101799168
27,8,14,23,26,32,33,47,50,58,76,0.011126564673157162,0.019471488178025034,0.031988873435326845,0.03616133518776078,0.04456824512534819,0.04596100278551532,0.06545961002785515,0.06963788300835655,0.0807799442896936,0.10584958217270195,9.513231197771589,Stroke and transient cerebral ischemic attacks,380,Cardio,NO,2.252683587279318
9,8,9,13,15,34,33,25,42,48,81,0.011111111111111112,0.0125,0.018055555555555554,0.020833333333333332,0.04722222222222222,0.04583333333333333,0.03477051460361613,0.0584144645340751,0.06675938803894298,0.11265646731571627,10.139082058414465,Acute lower respiratory infection,315,Resp,NO,2.316397467281657
6,9,16,14,23,33,36,34,56,61,92,0.012658227848101266,0.02250351617440225,0.01969057665260197,0.03234880450070324,0.046413502109704644,0.05063291139240506,0.04781997187060478,0.07876230661040788,0.08579465541490858,0.1295774647887324,10.236619718309859,Bacterial infections,396,ID,NO,2.3259714594807006
10,6,11,10,15,19,23,44,31,41,63,0.008356545961002786,0.01532033426183844,0.013927576601671309,0.020891364902506964,0.026462395543175487,0.03203342618384401,0.06128133704735376,0.04317548746518106,0.057103064066852366,0.08786610878661087,10.514644351464433,Chronic obstructive pulmonary disease,312,Resp,YES,2.3527689856120815
4,4,13,8,16,11,14,9,26,26,43,0.00554016620498615,0.018005540166204988,0.0110803324099723,0.0221606648199446,0.015235457063711912,0.019390581717451522,0.012465373961218837,0.036061026352288486,0.036061026352288486,0.059639389736477116,10.764909847434119,Substance dependence,177,Mental,NO,2.376291756181549
5,4,15,7,14,11,15,8,27,25,44,0.00554016620498615,0.02077562326869806,0.009695290858725761,0.019390581717451522,0.015235457063711912,0.02077562326869806,0.0110803324099723,0.03744798890429958,0.03467406380027739,0.06102635228848821,11.015256588072122,Nicotine dependence (current and history of),177,Mental,NO,2.3992812744062477
6,4,13,9,16,8,16,7,27,26,44,0.00554016620498615,0.018005540166204988,0.012465373961218837,0.0221606648199446,0.0110803324099723,0.0221606648199446,0.009695290858725761,0.03744798890429958,0.036061026352288486,0.06102635228848821,11.015256588072122,Current tobacco use and nicotine dependence,177,Mental,NO,2.3992812744062477
8,11,23,16,29,29,30,50,60,96,122,0.015193370165745856,0.031767955801104975,0.022099447513812154,0.04005524861878453,0.040110650069156296,0.04149377593360996,0.06915629322268327,0.08298755186721991,0.13278008298755187,0.16874135546334718,11.106249214133033,Acute kidney failure,470,Genitourinary,NO,2.4075079421618377
6,3,2,5,8,8,12,17,25,30,35,0.004143646408839779,0.0027624309392265192,0.006906077348066298,0.011049723756906077,0.011049723756906077,0.016574585635359115,0.023480662983425413,0.034530386740331494,0.04143646408839779,0.04834254143646409,11.666666666666668,Abnormality of gait and mobility,147,Neuro,NO,2.456735772821304
15,4,8,16,8,13,21,19,28,34,47,0.005547850208044383,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.018055555555555554,0.029166666666666667,0.02638888888888889,0.03888888888888889,0.04722222222222222,0.06527777777777778,11.766319444444445,Osteoporosis,214,Musc/Skel,YES,2.465241165865016
9,10,16,13,31,42,40,60,56,86,118,0.013831258644536652,0.022130013831258646,0.017980636237897647,0.042876901798063624,0.058091286307053944,0.055401662049861494,0.08310249307479224,0.07756232686980609,0.11911357340720222,0.1634349030470914,11.816343490304709,Chronic kidney disease,485,Genitourinary,YES,2.4694836147375576
11,2,3,5,6,3,7,15,13,18,26,0.002770083102493075,0.004155124653739612,0.006925207756232687,0.008310249307479225,0.004155124653739612,0.009695290858725761,0.02077562326869806,0.018005540166204988,0.024965325936199722,0.036061026352288486,13.018030513176143,Emphysema,114,Resp,NO,2.566335359069414
12,10,20,18,37,44,47,48,66,86,136,0.013927576601671309,0.027855153203342618,0.025069637883008356,0.05153203342618384,0.06128133704735376,0.06545961002785515,0.06685236768802229,0.09192200557103064,0.11977715877437325,0.1894150417827298,13.6,Pneumonia,534,Resp,YES,2.6100697927420065
3,6,7,17,24,20,26,34,38,46,86,0.008415147265077139,0.009817671809256662,0.023842917251051893,0.033660589060308554,0.028050490883590462,0.0364656381486676,0.047685834502103785,0.05329593267882188,0.06451612903225806,0.12061711079943899,14.333333333333334,Disorders of the retina,339,Eye,NO,2.662587827025453
28,4,6,13,12,23,29,25,41,43,60,0.00554016620498615,0.008310249307479225,0.018005540166204988,0.016643550624133148,0.0319001386962552,0.04022191400832178,0.03467406380027739,0.056865464632454926,0.059639389736477116,0.08321775312066575,15.020804438280168,Heart block,275,Cardio,NO,2.709436202710087
7,3,18,2,16,13,10,14,29,19,46,0.004155124653739612,0.024930747922437674,0.002770083102493075,0.0221606648199446,0.018005540166204988,0.013850415512465374,0.019390581717451522,0.04022191400832178,0.026352288488210817,0.0638002773925104,15.35460009246417,"Substance abuse, dependence, and withdrawl",177,Mental,NO,2.7314151094288626
29,7,10,10,21,24,35,39,49,77,108,0.009776536312849162,0.013966480446927373,0.013986013986013986,0.02937062937062937,0.033566433566433566,0.04895104895104895,0.05454545454545454,0.06853146853146853,0.1076923076923077,0.15104895104895105,15.45014985014985,Heart failure,430,Cardio,YES,2.7376187023355443
16,2,4,11,11,12,14,18,24,32,31,0.002770083102493075,0.00554016620498615,0.015235457063711912,0.015235457063711912,0.01662049861495845,0.019390581717451522,0.024965325936199722,0.033287101248266296,0.044382801664355064,0.04299583911234397,15.521497919556172,Chrystal arthropathies,165,Musc/Skel,NO,2.742226025533078
30,2,1,6,10,14,15,18,16,41,39,0.0027739251040221915,0.0013869625520110957,0.008321775312066574,0.013869625520110958,0.019417475728155338,0.020804438280166437,0.024965325936199722,0.022191400832177532,0.056865464632454926,0.05409153952843273,19.5,Aortic valve disorders,172,Cardio,NO,2.970414465569701
1,1,4,4,11,8,13,9,15,26,20,0.001379310344827586,0.005517241379310344,0.005517241379310344,0.015172413793103448,0.011034482758620689,0.01793103448275862,0.012413793103448275,0.020689655172413793,0.03591160220994475,0.027624309392265192,20.027624309392266,Death,111,Event,YES,2.9971125360229496
31,4,4,16,20,22,40,40,53,69,84,0.00554016620498615,0.00554016620498615,0.0221606648199446,0.027739251040221916,0.030513176144244106,0.05547850208044383,0.05547850208044383,0.07350901525658807,0.0957004160887656,0.11650485436893204,21.029126213592235,Other cerebrovascular disease,358,Cardio,NO,3.0459084393313
7,4,7,9,19,25,24,41,45,71,88,0.0055248618784530384,0.009668508287292817,0.012430939226519336,0.026243093922651933,0.034530386740331494,0.03319502074688797,0.056708160442600276,0.06224066390041494,0.09820193637621023,0.12171507607192254,22.03042876901798,Symptoms and signs involving cognitive functions and awareness,335,Neuro,NO,3.0924246235852677
8,2,3,1,6,11,16,21,22,46,60,0.002758620689655172,0.004137931034482759,0.001379310344827586,0.008275862068965517,0.015172413793103448,0.022068965517241378,0.028965517241379312,0.030344827586206897,0.06353591160220995,0.08287292817679558,30.0414364640884,Dementia NOS,188,Neuro,NO,3.4025776441311137
4,9,26,43,47,81,95,128,183,205,300,0.013574660633484163,0.03927492447129909,0.0649546827794562,0.07099697885196375,0.12235649546827794,0.14350453172205438,0.1933534743202417,0.2764350453172205,0.30966767371601206,0.45317220543806647,33.383685800604226,Cataract,1209,Eye,YES,3.508067331568836
9,1,3,4,2,9,11,13,16,19,38,0.001379310344827586,0.004137931034482759,0.005517241379310344,0.002758620689655172,0.012413793103448275,0.015172413793103448,0.01793103448275862,0.022068965517241378,0.026243093922651933,0.052486187845303865,38.052486187845304,Alzheimer's disease,116,Neuro,NO,3.6389664221953444
5,1,1,1,3,10,10,16,16,26,44,0.001379310344827586,0.001379310344827586,0.001379310344827586,0.004137931034482759,0.013793103448275862,0.013793103448275862,0.022068965517241378,0.022099447513812154,0.03591160220994475,0.06077348066298342,44.06077348066299,Pressure ulcer,128,Derm,NO,3.7855698963872197
10,1,4,2,9,14,14,23,20,43,45,0.001379310344827586,0.005517241379310344,0.002758620689655172,0.012413793103448275,0.019310344827586208,0.019310344827586208,0.031724137931034485,0.027586206896551724,0.05939226519337017,0.062154696132596686,45.0621546961326,Delirium,175,Neuro,NO,3.8080427522392784
11,2,6,10,12,20,25,41,37,65,92,0.002758620689655172,0.008275862068965517,0.013793103448275862,0.016551724137931035,0.027586206896551724,0.034482758620689655,0.05655172413793103,0.05103448275862069,0.08977900552486189,0.1270718232044199,46.063535911602216,Dementias and cerebral degeneration,310,Neuro,YES,3.8300216589580534
12,2,5,10,19,21,42,38,48,79,96,0.002758620689655172,0.006896551724137931,0.013793103448275862,0.02620689655172414,0.028965517241379312,0.057931034482758624,0.05241379310344828,0.06629834254143646,0.10911602209944751,0.13259668508287292,48.06629834254144,Other symptoms involving nervous system,360,Neuro,NO,3.8725812733768494
6,1,3,2,7,13,19,16,25,38,64,0.001379310344827586,0.004137931034482759,0.0027624309392265192,0.009668508287292817,0.017955801104972375,0.026243093922651933,0.022099447513812154,0.034530386740331494,0.052486187845303865,0.08839779005524862,64.08839779005525,Chronic ulcer of skin,191,Derm,NO,4.16026334582863
17,0,3,5,7,10,7,17,22,29,25,0,0.004143646408839779,0.006906077348066298,0.009681881051175657,0.013831258644536652,0.009681881051175657,0.02351313969571231,0.030428769017980636,0.040110650069156296,0.034578146611341634,Inf,Hyperuricemia,128,Musc/Skel,NO,Inf
18,0,3,5,6,11,8,17,22,26,27,0,0.004143646408839779,0.006906077348066298,0.008298755186721992,0.015214384508990318,0.011065006915629323,0.02351313969571231,0.030428769017980636,0.035961272475795295,0.03734439834024896,Inf,Gout,128,Musc/Skel,NO,Inf
